[	INFO]	[1534924454.531200540]:	W_	x	=	6.4031				7.818509
[	INFO]	[1534924454.631211946]:	W_	x	=	6.382586				7.839032
[	INFO]	[1534924454.731182884]:	W_	x	=	6.362073				7.859544
[	INFO]	[1534924454.831171217]:	W_	x	=	6.341559				7.880058
[INFO]	[1534924454.861593]:	required_linear_vel1	:	0.250000,	millis():	6.321046				7.900571
[INFO]	[1534924454.870449]:	ML_rpm2	:	37,	MR_rpm:	6.280019				7.921085
[	INFO]	[1534924454.931204915]:	W_	x	=	6.259506				7.941599
[	INFO]	[1534924455.031212259]:	W_	x	=	6.238994				7.962112
[	INFO]	[1534924455.131206425]:	W_	x	=	6.218481				8.003138
[	INFO]	[1534924455.231202884]:	W_	x	=	6.197982				8.023651
[	INFO]	[1534924455.331210436]:	W_	x	=	6.177468				8.044165
[	INFO]	[1534924455.431157467]:	W_	x	=	6.156954				8.064679
[	INFO]	[1534924455.531205436]:	W_	x	=	6.136428				8.085192
[WARN]	[1534924455.571355]:	The	voltage	is	lower	6.115917	11.3V,Please	charge!		8.105704
[	INFO]	[1534924455.631211217]:	W_	x	=	6.095401				8.146723
[	INFO]	[1534924455.731201269]:	W_	x	=	6.074887				8.16726
[	INFO]	[1534924455.831204081]:	W_	x	=	6.054373				8.187772
[INFO]	[1534924455.879038]:	required_linear_vel1	:	0.250000,	millis():	6.033863				8.208285
[INFO]	[1534924455.890611]:	ML_rpm2	:	37,	MR_rpm:	6.013366				8.228797
[	INFO]	[1534924455.931207102]:	W_	x	=	5.972339				8.249312
[	INFO]	[1534924456.031210904]:	W_	x	=	5.951821				8.269827
[	INFO]	[1534924456.131178560]:	W_	x	=	5.931303				8.310853
[	INFO]	[1534924456.231199290]:	W_	x	=	5.910792				8.331367
[	INFO]	[1534924456.331199185]:	W_	x	=	5.890275				8.351887
